Alignment ID	RT	m.z	2022_12_30_neg_BK_Sfery_23_08_22_B_1_230106030156	2022_12_30_neg_BK_Sfery_23_08_22_B_10_230106082540	2022_12_30_neg_BK_Sfery_23_08_22_B_11_230106090129	2022_12_30_neg_BK_Sfery_23_08_22_B_12_230106093733	2022_12_30_neg_BK_Sfery_23_08_22_B_13_230106101334	2022_12_30_neg_BK_Sfery_23_08_22_B_14_230106104923	2022_12_30_neg_BK_Sfery_23_08_22_B_15_230106112527	2022_12_30_neg_BK_Sfery_23_08_22_B_16_230106120127	2022_12_30_neg_BK_Sfery_23_08_22_B_17_230106123717	2022_12_30_neg_BK_Sfery_23_08_22_B_18_230106131319	2022_12_30_neg_BK_Sfery_23_08_22_B_19_230106134912	2022_12_30_neg_BK_Sfery_23_08_22_B_2_230106033758	2022_12_30_neg_BK_Sfery_23_08_22_B_20_230106142513	2022_12_30_neg_BK_Sfery_23_08_22_B_21_230106150117	2022_12_30_neg_BK_Sfery_23_08_22_B_22_230106153722	2022_12_30_neg_BK_Sfery_23_08_22_B_23_230106161325	2022_12_30_neg_BK_Sfery_23_08_22_B_24_230106164931	2022_12_30_neg_BK_Sfery_23_08_22_B_3_230106041349	2022_12_30_neg_BK_Sfery_23_08_22_B_4_230106044950	2022_12_30_neg_BK_Sfery_23_08_22_B_5_230106052539	2022_12_30_neg_BK_Sfery_23_08_22_B_6_230106060143	2022_12_30_neg_BK_Sfery_23_08_22_B_7_230106063744	2022_12_30_neg_BK_Sfery_23_08_22_B_8_230106071333	2022_12_30_neg_BK_Sfery_23_08_22_B_9_230106074937	2022_12_30_neg_BK_Sfery_23_08_22_S_1_230105123700	2022_12_30_neg_BK_Sfery_23_08_22_S_10_230105180128	2022_12_30_neg_BK_Sfery_23_08_22_S_11_230105183731	2022_12_30_neg_BK_Sfery_23_08_22_S_12_230105191335	2022_12_30_neg_BK_Sfery_23_08_22_S_13_230105194938	2022_12_30_neg_BK_Sfery_23_08_22_S_14_230105202542	2022_12_30_neg_BK_Sfery_23_08_22_S_15_230105210147	2022_12_30_neg_BK_Sfery_23_08_22_S_16_230105213750	2022_12_30_neg_BK_Sfery_23_08_22_S_17_230105221352	2022_12_30_neg_BK_Sfery_23_08_22_S_18_230105224951	2022_12_30_neg_BK_Sfery_23_08_22_S_19_230105232554	2022_12_30_neg_BK_Sfery_23_08_22_S_2_230105131319	2022_12_30_neg_BK_Sfery_23_08_22_S_20_230106000158	2022_12_30_neg_BK_Sfery_23_08_22_S_21_230106003759	2022_12_30_neg_BK_Sfery_23_08_22_S_22_230106011404	2022_12_30_neg_BK_Sfery_23_08_22_S_23_230106015006	2022_12_30_neg_BK_Sfery_23_08_22_S_24_230106022607	2022_12_30_neg_BK_Sfery_23_08_22_S_3_230105134921	2022_12_30_neg_BK_Sfery_23_08_22_S_4_230105142510	2022_12_30_neg_BK_Sfery_23_08_22_S_5_230105150113	2022_12_30_neg_BK_Sfery_23_08_22_S_6_230105153717	2022_12_30_neg_BK_Sfery_23_08_22_S_7_230105161318	2022_12_30_neg_BK_Sfery_23_08_22_S_8_230105164921	2022_12_30_neg_BK_Sfery_23_08_22_S_9_230105172525
81	1.462	127.04001	48703	49832	64535	33270	30175	28084	17677	50404	56891	51624	34518	41006	31496	24567	44592	37876	36811	39931	54503	41666	17039	65954	18738	55682	167361	192229	164201	181065	175744	179219	175419	142872	154210	156914	143960	157173	133120	142784	118055	169196	151423	135169	180537	164922	166427	129113	130433	165680
82	1.774	128.03525	18601	5300	10968	12088	13720	11782	10926	14682	9464	7773	8976	17469	6831	10508	8100	19971	11715	13271	18613	11035	7817	7833	8619	11237	25647	41972	40044	58819	36897	86252	56658	40989	48119	32821	71663	20326	73536	107597	157395	122881	35318	53773	89435	68728	29134	44214	59309	36856
83	1.726	129.01926	147370	137430	195115	142462	162757	146678	154799	171153	230469	206994	175844	208738	162298	216329	157594	174679	264028	152388	158476	173754	186295	159899	180563	195176	247240	213696	238973	213083	216623	229235	236019	229419	176228	203848	188737	234936	196826	240598	242546	206196	200449	191929	231167	225624	246380	199792	244727	206603
84	1.806	130.05087	2147	3910	4624	5471	3299	8313	3023	7322	2890	5148	16386	7709	6363	7590	3313	6822	4981	5287	6084	6214	7946	6162	7075	3967	10579	14171	11063	6400	6574	7245	6850	9198	7277	6384	3751	9576	4333	4809	7117	7492	3936	7176	10802	17115	10210	7927	6833	6055
85	1.825	130.08725	5850	7675	4251	7254	8172	6289	3359	11154	7715	10200	14276	8541	7299	17167	8478	4646	5181	8768	6914	16243	16985	6012	12505	6355	0	3150	3474	2308	3564	3305	5870	8550	7780	4921	7903	2636	8113	6590	11090	9983	4772	3744	3598	5080	1283	5442	4376	7423
86	1.736	130.99861	15333	14746	24696	17025	21202	17092	18184	35056	17530	14676	19367	22902	14296	43023	13514	14886	25812	18862	23926	26181	17738	28341	24847	31541	2113	1958	0	234	3782	2817	7844	3573	1786	1169	302	3039	3057	8652	6392	3050	2004	1666	1522	0	540	4110	5102	3285
87	1.384	131.0349	16668	16368	17878	23661	34247	27038	41979	30017	31632	24586	20291	16389	28571	28996	20559	20448	77798	21582	17281	22682	21331	19066	26251	20188	24130	18263	17135	10615	16319	27796	16306	30448	26602	25720	33722	22042	50069	39422	43132	29027	30947	23323	11963	9381	17736	12479	10166	22518
88	10.625	131.07115	18193	40248	42610	44556	19962	15662	28222	22521	20403	35597	16894	36829	17271	25514	19609	17072	16530	32668	25175	14604	33283	54636	13546	21893	1164	1807	1725	1588	960	1892	1142	680	920	179	0	653	3968	742	0	0	0	1524	1243	922	0	488	1159	1066
89	1.432	132.03018	13865	1901	5683	11198	13206	14348	10759	8795	4655	7903	39178	10637	10655	10529	6664	25954	5314	24042	11650	2644	11284	8955	18838	7562	42112	65411	69085	50823	46696	51680	74823	35891	89125	27852	68133	30617	40701	38505	80517	69495	44946	74752	47287	97270	76100	85394	119454	70979
90	12.367	132.4007	7512	5129	0	8495	6172	9312	7808	6923	8718	6505	10009	9008	9786	10605	6777	9430	8500	7026	6977	6767	9313	4521	9280	6572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
91	1.514	132.96977	13912	25160	16253	19274	18557	24371	16223	25075	23232	25506	17861	10293	26816	16557	20098	8899	20138	5558	8356	18068	8208	8000	11698	12251	0	0	2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0
92	1.516	133.01413	12392348	15143900	14029016	13629487	15092377	15064022	13294368	13836503	15705110	15362610	13837448	13478730	14429308	14327481	17302480	11832128	16086001	9612412	11039329	11873919	11866683	12117273	11744799	12789245	2208807	1312669	1402856	1147528	1990960	1491640	2556614	1587644	1341320	1233530	1611743	2558370	1272912	1912594	3173413	1706538	1328141	1421012	2093152	959952	2502778	2430644	1269484	1907297
93	16.719	133.02966	0	0	0	0	104	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9233	4650	9336	3486	12621	7826	8421	8035	10773	8114	11646	5446	10407	5311	6118	3316	10126	6518	3370	5760	6029	5240	3862	3787
94	1.554	133.05043	37492	27379	35377	40175	35458	33022	24373	37368	38035	27350	24100	38624	24978	33889	36767	26030	29089	48328	34429	34876	40034	43371	36476	26547	0	0	0	0	0	0	4373	0	0	2012	1982	6227	0	0	6218	0	0	0	0	0	2272	2766	527	0
95	1.836	133.05046	73177	53449	86868	69355	64523	99880	37060	78046	79712	74854	56961	79288	53252	69079	49212	78709	58341	89634	91989	82196	91821	93646	85461	53352	11482	13231	13464	8962	8764	16470	11077	12643	11912	10805	13029	13231	9982	19603	16402	16525	13804	13915	15633	9962	8528	15088	13483	15609
96	2.116	133.05046	29117	21386	26920	30381	20579	40148	14954	28887	20979	16145	17731	29665	17045	26352	14423	20557	20690	30508	28490	30507	25694	34248	37877	23780	39370	14549	11930	14276	15784	16986	18828	14487	20604	17501	19335	24256	15642	9310	12351	11723	15205	25647	17802	15326	14866	8868	7538	12306
97	2.004	133.05051	20965	17104	20891	18038	18542	30186	12570	22366	18659	14499	11595	23673	15691	21154	12680	20121	14232	20769	24907	18459	20905	23025	28386	17608	79082	29392	27010	23368	32069	36944	36709	27625	41940	43609	41939	58281	25119	21222	24765	26832	27526	60485	35074	31046	24204	19057	17405	28812
98	1.507	133.06204	5094	15322	15132	12003	19608	17065	13530	22441	22876	9071	17856	8524	16348	6642	17356	5469	19099	0	8281	8800	6119	2145	1408	9511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	0	0	0	0	0	0
99	11.155	134.03723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17203	7826	19964	6447	16650	9919	13180	8370	18321	10649	15234	4829	14767	4334	7192	2566	12507	15512	3611	10517	14615	4205	3371	8792
100	16.739	134.03741	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	392	0	0	0	0	0	216	0	185504	95203	179794	82752	217733	157623	168633	131144	174198	156536	194173	104523	174695	99588	116978	72387	181989	141018	50622	98743	129368	94872	58001	55137
101	9.879	135.02968	59683	44801	33023	74732	83372	51945	33632	35936	101489	25438	17721	158209	90866	145577	24213	194447	17321	383866	203277	133295	71315	82878	172658	103978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	0	0	0	0	647	0
102	2.658	135.02972	3466755	2524618	3226406	3358682	2860548	2586844	3259725	3695194	2958117	3276178	3469068	2036852	2771485	3161173	4009899	1200277	3400373	1593843	1883654	2996166	2283989	3225057	2300474	2829385	4532	1711	1098	2909	2665	6351	553	2376	4771	812	5086	4168	6623	11405	3742	1258	1407	2362	3253	2601	3674	610	2782	3096
103	4.667	135.02975	1135580	1031218	1137173	939227	968547	885692	1050484	952990	1058179	877230	1150502	1017118	1013121	938128	1096047	459858	845562	643639	759369	1102434	1141791	1084491	1181183	1045683	0	0	728	159	0	0	0	0	0	0	0	0	482	0	419	610	0	0	532	479	398	0	472	155
104	1.494	135.0298	2339766	2497631	2512379	2325772	3109654	2497859	3281606	2258338	1503607	1459099	1975085	2248953	2202418	1220751	1582919	3069397	1276777	3459612	3490384	2424637	2185366	2728326	96042	1838244	66261	38421	80434	43143	62298	64909	90620	81991	70585	65858	69037	76591	110045	156997	129877	96966	71650	95576	66149	57716	91705	99456	144304	90012
105	1.447	135.02982	2694112	2774043	2511036	2707366	3755364	2943198	4064655	2548509	1695138	1725088	2362096	2727755	2709651	1522774	1893586	3069397	1534097	3459612	3490915	2808862	2575868	2728326	3266469	2079311	66261	38421	56607	43143	62298	45695	90620	81991	70585	44339	69037	54836	110045	156997	129877	96966	57590	95576	66149	42333	91705	99456	144304	90012
106	3.892	135.02982	205396	155190	136677	325878	363995	155776	219519	242722	628151	155871	87826	574634	419174	345337	135555	965945	131620	1016172	825676	469134	168836	371978	293706	369708	571	0	1234	565	0	0	0	582	644	0	0	236	0	1025	188	782	0	0	725	0	369	0	747	535
107	2.648	135.04492	494263	367414	408175	423474	384055	363661	420303	438392	387336	408033	419236	379757	372432	390410	450301	231126	390773	344450	358819	428331	358858	460873	373235	384205	1357910	1830726	1340565	1556350	2340592	1864242	1402261	2148748	2210135	2453662	2063117	1768200	3012076	3374167	2676265	1945427	1111186	1528269	1369431	1211008	1704101	1769393	1807421	1328408
108	7.8	135.04498	275082	211604	208068	203111	192134	188357	188339	187414	182399	181839	172032	269190	187813	168598	164460	167615	166697	248056	243128	232263	236231	240457	232681	220925	148479	349380	5071195	2640554	565506	678655	20529	13719233	6275370	504355	338086	158920	1683432	359050	2074668	3702877	380254	162307	301941	15082012	12417150	279304	5274930	30652350
109	1.933	135.04498	578310	489508	424956	366848	403228	354290	406133	474573	332264	423391	376211	415539	374828	344053	394913	229678	387193	310071	381648	420444	465677	470366	354431	375576	89942	347793	301277	276099	263018	240881	239582	224464	278841	258807	248601	101825	236307	235740	240082	232704	252203	107452	102519	92626	152019	160023	150062	158355
110	2.856	135.04506	358299	278370	315688	301299	293796	266061	283310	322429	277811	277528	273883	299341	251620	300710	300430	188955	279138	291581	301984	313098	289749	328238	292816	295731	7200219	7933599	5489770	6374527	8570000	6902778	5575105	8950378	8650715	8653014	8393427	8184111	11214556	11192198	307401	7898934	5740280	5944306	6702234	5403038	186632	7106414	7612380	5563403
111	11.879	136.99121	137335	250862	228163	80068	148067	78777	308894	97255	76837	55117	61953	105275	95962	44355	97698	103988	33291	86033	86457	106676	93464	105106	59425	84627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0
112	2.025	136.99126	35155	57311	42424	27681	43216	38413	76134	30794	32375	28868	27084	44808	35221	22298	33460	40307	23092	40820	41237	33064	43888	42690	28271	40187	1008	0	1330	191	577	1653	0	754	206	994	0	641	0	747	0	0	0	129	518	1322	0	0	0	1551
113	1.92	137.02431	59106	46162	55930	46970	63936	47020	47822	50455	48148	50176	48027	63305	58974	51962	48737	54860	47665	59716	62061	53319	50754	62684	46340	48658	546201	384087	304312	289829	405312	302045	310804	547052	341144	516593	358062	308896	572679	632677	647422	478897	297751	308269	309552	221414	372966	266250	285383	304762
114	1.627	137.02438	13170	18610	19029	15308	11897	14157	14535	16094	14697	18072	16336	18421	13387	14278	17047	16837	18361	14907	14754	16395	15015	16647	14269	17603	141065	116373	144903	147226	119600	132115	138100	113187	114253	122249	136285	139396	78132	121317	105486	88192	129205	140893	103322	158523	135260	136089	6311	123610
115	15.774	139.1129	0	176	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	364	0	0	378	14219	6517	9117	8817	11813	10653	20366	16260	14043	17313	8813	7398	14886	11514	20859	13702	9748	13753	10899	9101	16089	8316	1601	8601
116	1.353	141.01675	7316	3810	9635	13767	9120	11676	18194	8049	7264	6560	8647	1735	9818	10173	2976	12134	19141	10348	8446	9707	5611	7929	12771	9859	40008	77062	56435	71400	69222	64968	50181	33826	55406	60501	75114	40353	103473	120621	88379	92420	81076	49171	41101	28126	63945	24430	32923	39092
117	1.839	142.05089	10615	31651	17328	15605	20203	18689	16588	11400	13063	16802	23119	36873	25478	20044	12435	11481	23833	15038	18792	14638	40733	26305	30881	20695	45995	37985	37972	38380	34062	38206	19815	33285	31246	29670	14830	32667	28666	31811	33102	31452	25900	23972	40136	32970	31184	30290	13575	48085
118	1.779	142.9984	23260	43364	48508	28498	33607	30462	28653	62561	51471	45768	44492	48296	32612	70221	39587	33473	48318	31989	47482	31982	22786	47728	32500	46354	18035	14310	19536	20495	12877	16747	12260	13105	14083	18616	12207	17962	13072	13755	13366	14971	24422	21555	18560	16353	21382	20244	15751	19000
119	11.94	143.03477	7405	14766	9895	9607	9681	3821	5198	4389	5106	7120	7225	11969	8539	8384	7020	3363	9000	7124	10620	11519	8095	4176	6030	8078	64578	42437	64233	35940	54119	45363	43456	50632	49804	44337	47843	25282	39349	36957	49898	47336	49111	48082	28295	40104	46272	37889	33552	44584
120	2.686	143.03482	7919	6618	5533	5761	6750	6257	5602	5460	4432	7375	4588	8196	7480	3280	5886	7068	7355	7344	6326	6532	8592	8762	8301	5726	67879	47366	52581	52468	42446	52946	48860	51183	32237	38642	40118	47569	39840	44424	62881	54654	47829	51974	48260	57247	52211	41672	53218	51366
121	1.403	143.03484	19948	25213	31778	31767	66725	48453	85828	41582	55031	43434	31576	32910	44356	39018	39127	41516	159138	27228	21432	40225	30947	29624	36063	29019	58999	30572	34043	19939	59921	61764	40429	71316	75869	68542	79953	31230	127426	91620	119871	62811	68591	45887	21209	23155	40716	25949	29624	61920
122	4.985	143.03485	9301	13199	12321	8944	14566	10784	12092	10435	12185	10190	11476	15049	10098	10163	13410	12663	14911	11807	13788	11542	9635	10736	8836	13301	143644	62969	70136	95131	73443	95773	74180	94758	93063	75488	62935	46610	69249	49074	55009	72074	76996	79973	75555	99354	80157	83054	71706	94770
123	3.053	144.04526	10645	22325	28002	9999	18162	5596	24469	10098	8308	18469	7811	14028	16416	15395	17906	9562	7717	21909	10019	26332	31317	14007	30267	15054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115	0	0
124	1.892	144.06648	19252	14320	12665	10615	8090	6956	4238	4369	5595	5261	8887	11633	9334	7740	9280	4123	3371	8065	6206	14241	16852	7410	18995	11828	5549	3311	900	5662	2621	824	5255	2809	2956	2770	3727	2330	3877	2024	1626	4909	1953	3035	686	4014	4370	445	3874	3741
125	1.772	145.01414	36417	52198	48329	37867	43230	39720	38274	45123	43827	140794	40721	60082	41221	35350	36948	36098	70414	41305	59177	33230	37226	51908	39644	36696	140289	78182	68547	29300	68219	54831	40553	29065	54638	66010	79357	72380	28546	34385	36201	42446	62121	116114	64940	21952	48305	20768	11750	67476
126	1.557	145.01414	48274	66628	59071	53644	65115	51363	59089	54124	46825	192784	53221	69860	48139	37697	40810	55905	78523	66433	71555	45514	49618	58187	48015	45254	127376	51696	57824	20813	47613	37356	24802	21278	38140	43364	47790	64903	15172	23855	25327	22533	47366	81291	51515	13303	40016	12097	13395	51521
127	17.202	145.02925	8541	8767	7423	10461	9858	7828	13754	6587	8958	10023	6170	8919	11658	8647	11206	12130	9570	12487	12956	10776	9710	13202	7420	11397	654	0	268	417	369	0	0	708	0	0	0	0	187	0	0	0	121	0	306	0	0	0	601	0
128	4.129	145.02933	1294	539	851	0	3962	197	1006	1623	4784	0	0	2283	0	3744	1073	12826	2614	12679	13063	502	1518	342	0	3132	20116	26172	21227	42004	23786	31139	31017	36138	26661	21390	19344	24779	77408	22050	35129	75442	30186	45467	39912	37965	28942	16546	19029	52864
129	16.463	145.02934	34536	36310	30000	40220	48625	40667	47372	35323	36257	29830	42163	37806	45681	35180	34438	47125	33726	47719	40805	37408	47163	40201	38210	34234	370	1159	1074	876	223	1000	409	932	514	1763	332	1229	1851	1023	1581	0	1339	443	270	1236	413	112	1656	0
130	16.035	145.02936	16039	26308	5609	28104	29190	37885	42401	16236	23507	11466	35471	20994	42047	29823	25439	35016	13705	36843	32172	20880	40143	30455	26328	21555	3458	3523	2773	1392	2374	1713	1481	1592	2387	1025	1413	2399	529	1312	1205	1466	1844	1905	1835	2635	1103	1261	1867	1978
131	20.257	145.02966	0	0	0	0	0	0	348	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8763	7425	9812	7742	6130	4579	7689	5992	6269	8438	4890	3876	6130	8430	7078	6910	10449	8214	9866	7854	9357	5843	7693	8412
132	1.92	145.05051	4301	6979	4313	4509	5641	2005	4235	4125	4483	3074	3626	5138	5233	1533	3732	2172	5348	4775	5065	7269	4933	4037	4012	4860	6386	12472	8664	9564	10443	13816	24402	10793	10240	6072	12666	11560	8454	19851	12590	21269	10023	12550	12932	3970	7525	13219	9161	17964
133	1.429	146.04578	47736	18181	26157	57997	64808	30137	27629	30321	24392	27264	67002	26871	33004	54053	30624	88490	28785	54585	22704	49654	30975	20641	59546	26854	67704	106583	103515	94783	70193	95213	94161	105178	146832	61960	143593	55030	134428	119892	196467	119684	93699	125872	72316	107932	73315	95419	162741	103511
134	1.851	147.02977	152398	153365	260229	130954	387107	168389	299110	405073	253705	342182	148299	159416	227700	378920	295005	216336	319831	176406	143416	130186	173322	252260	237468	331790	205536	136260	124355	127397	137647	166614	208518	140182	125246	113942	133100	238080	84501	139822	156875	113711	115970	131342	260940	109222	163299	406329	192460	153574
135	1.561	147.0298	76290	95820	116976	84595	119867	63342	79836	101047	117039	105014	94121	104128	83977	120307	77789	97062	104082	133586	114941	94775	134287	149364	140249	110715	85242	53072	74501	59176	66555	71842	84805	65899	65645	54023	57510	111523	67860	87892	83551	65746	60789	65388	97670	62960	71941	151834	103087	74256
136	11.068	147.04489	20137	16894	29578	31256	14697	11567	14104	19321	26009	18563	12513	20573	15397	24851	13513	17621	29388	15623	11353	14819	14620	39547	12724	12233	3951	422488	5056	252334	4137	3948	3684	1844	4093	3898	3372	4801	276539	4143	1482	2592	2639	3433	2305	2802	3695	3677	1532	420123
137	11.318	147.04494	5051	3555	6564	6610	2534	1520	1175	6596	3547	2054	4106	4873	5158	5989	1967	3356	8173	4717	4133	4848	4990	10542	1030	2661	26177	153165	23488	81133	25045	32973	37479	25413	14181	27704	17018	29187	112110	22122	27951	16027	27078	29915	20640	20640	22606	33690	24028	198776
138	11.749	147.04495	12816	12988	15124	12753	12668	13934	9921	14749	15077	11645	13178	12387	13628	11062	12430	15516	12589	22048	12816	17680	14103	15846	9972	15697	8507	334942	6215	147543	7191	9037	7844	8302	7836	6565	6378	9366	397261	8315	8431	7917	2774	7384	11170	5699	9734	6000	3534	716989
139	2.958	147.04501	3039	866	0	205	0	583	0	1241	208	216	0	1590	0	0	0	2970	0	0	1298	1082	1292	1706	2310	1172	10378	11647	11880	23405	10860	12089	13608	13046	11784	8378	6216	8664	5818	8747	2978	11670	9425	12047	8626	11590	7380	10211	14807	15882
140	1.9	147.06616	21950	23542	19448	21720	18922	18576	11276	21028	20747	13998	19720	25268	17807	23203	14624	14358	15120	22904	17141	19236	29012	23471	22142	16341	3838	2679	5062	3959	3847	1938	4340	3961	4888	4778	4160	7342	2542	4422	3180	7470	6043	5522	4277	2097	4243	4099	4289	4663
141	3.62	149.02426	9620	12857	10973	9079	9487	11613	17693	11247	6841	8726	8741	10670	9265	14024	9294	12293	6942	10552	11469	8729	6821	10062	19663	6732	7190	9252	8532	9827	15886	11805	12220	16177	10242	8372	10428	10251	18992	16560	14682	11937	8667	8710	11352	9577	10288	8166	10590	11271
142	3.69	149.02426	9620	12857	10973	9079	6792	9377	15668	8133	6841	9257	8741	10556	9265	12681	8854	9023	7071	7514	8730	7974	4821	10901	14749	5835	7550	10018	8872	8806	13081	12061	12220	16177	10699	10956	10726	10536	17365	16560	14682	12051	11563	7187	11352	9577	8916	8774	11440	11581
143	2.902	149.0453	45302	43098	54498	44225	66816	45892	47985	50194	77804	33224	56006	30576	32181	58599	55604	19539	60663	37367	42790	47453	48138	53151	31673	41546	1346	2045	1522	1571	600	4467	2172	4982	6354	0	3723	1338	1878	0	4394	985	2220	3063	2208	323	542	1346	2112	3035
144	1.463	149.04535	274493	243403	224732	298145	226848	196400	193232	293367	256913	226784	228698	341476	187133	301032	125281	239922	366945	304987	345101	355981	307576	249128	332925	251464	117009	60426	158560	84173	94516	79417	107697	109129	95907	75379	127360	164441	89187	181686	179776	104432	87290	146248	131049	67794	125460	126158	115642	136071
