Alignment ID	RT	m.z	2022_12_30_pos_BK_Sfery_23_08_22_B_1_230102194605	2022_12_30_pos_BK_Sfery_23_08_22_B_10_230103011005	2022_12_30_pos_BK_Sfery_23_08_22_B_11_230103014609	2022_12_30_pos_BK_Sfery_23_08_22_B_12_230103022200	2022_12_30_pos_BK_Sfery_23_08_22_B_13_230103025801	2022_12_30_pos_BK_Sfery_23_08_22_B_14_230103033403	2022_12_30_pos_BK_Sfery_23_08_22_B_15_230103040949	2022_12_30_pos_BK_Sfery_23_08_22_B_16_230103044539	2022_12_30_pos_BK_Sfery_23_08_22_B_17_230103104719	2022_12_30_pos_BK_Sfery_23_08_22_B_18_230103112325	2022_12_30_pos_BK_Sfery_23_08_22_B_19_230103115923	2022_12_30_pos_BK_Sfery_23_08_22_B_2_230102202209	2022_12_30_pos_BK_Sfery_23_08_22_B_20_230103123513	2022_12_30_pos_BK_Sfery_23_08_22_B_21_230103131115	2022_12_30_pos_BK_Sfery_23_08_22_B_22_230103134708	2022_12_30_pos_BK_Sfery_23_08_22_B_23_230103142309	2022_12_30_pos_BK_Sfery_23_08_22_B_24_230103145912	2022_12_30_pos_BK_Sfery_23_08_22_B_3_230102205812	2022_12_30_pos_BK_Sfery_23_08_22_B_4_230102213401	2022_12_30_pos_BK_Sfery_23_08_22_B_5_230102221005	2022_12_30_pos_BK_Sfery_23_08_22_B_6_230102224606	2022_12_30_pos_BK_Sfery_23_08_22_B_7_230102232155	2022_12_30_pos_BK_Sfery_23_08_22_B_8_230102235759	2022_12_30_pos_BK_Sfery_23_08_22_B_9_230103003402	2022_12_30_pos_BK_Sfery_23_08_22_S_1_230102052256	2022_12_30_pos_BK_Sfery_23_08_22_S_10_230102104704	2022_12_30_pos_BK_Sfery_23_08_22_S_11_230102112253	2022_12_30_pos_BK_Sfery_23_08_22_S_12_230102115852	2022_12_30_pos_BK_Sfery_23_08_22_S_13_230102123442	2022_12_30_pos_BK_Sfery_23_08_22_S_14_230102131027	2022_12_30_pos_BK_Sfery_23_08_22_S_15_230102134615	2022_12_30_pos_BK_Sfery_23_08_22_S_16_230102142204	2022_12_30_pos_BK_Sfery_23_08_22_S_17_230102145755	2022_12_30_pos_BK_Sfery_23_08_22_S_18_230102153356	2022_12_30_pos_BK_Sfery_23_08_22_S_19_230102160945	2022_12_30_pos_BK_Sfery_23_08_22_S_2_230102055859	2022_12_30_pos_BK_Sfery_23_08_22_S_20_230102164549	2022_12_30_pos_BK_Sfery_23_08_22_S_21_230102172152	2022_12_30_pos_BK_Sfery_23_08_22_S_22_230102175755	2022_12_30_pos_BK_Sfery_23_08_22_S_23_230102183359	2022_12_30_pos_BK_Sfery_23_08_22_S_24_230102191002	2022_12_30_pos_BK_Sfery_23_08_22_S_3_230102063503	2022_12_30_pos_BK_Sfery_23_08_22_S_4_230102071102	2022_12_30_pos_BK_Sfery_23_08_22_S_5_230102074705	2022_12_30_pos_BK_Sfery_23_08_22_S_6_230102082309	2022_12_30_pos_BK_Sfery_23_08_22_S_7_230102085912	2022_12_30_pos_BK_Sfery_23_08_22_S_8_230102093513	2022_12_30_pos_BK_Sfery_23_08_22_S_9_230102101113
75	1.555	102.05414	80625	57113	78038	125831	171469	141975	154507	118457	131051	112816	137615	58254	127520	146317	122417	193931	183699	139495	79472	84787	90496	73572	119690	110709	310440	388376	340436	360628	308065	285523	334810	319460	416962	278761	381102	257654	343449	344209	392172	353784	295190	441681	317645	453552	303296	274850	451918	360269
76	5.049	103.05347	5712	11569	8902	11388	12837	13121	13570	13046	12989	12474	11997	10948	12564	11747	15567	14509	18021	11312	10609	9015	8980	11013	8533	10810	330032	225775	243371	334016	238002	305722	219109	270925	290215	223535	156535	124213	190848	103171	150537	200613	212969	250977	212658	356969	295347	289832	282547	300403
77	1.272	103.54142	196525	243868	222859	249742	225547	246971	223977	223000	194034	269003	198237	196512	338747	197669	363052	329641	199553	215159	174907	165004	241904	260297	241717	203645	113473	142868	163096	138217	90221	139593	158272	162178	100044	188790	115854	136478	127179	107003	77538	75846	109273	112896	150167	231803	108330	145169	139244	116784
78	1.439	104.06985	26044	105309	107026	259664	78494	181423	45617	130742	156924	147552	464315	60134	127611	162761	95123	136364	57511	144129	89116	412435	112840	60264	168906	40936	32933	58294	75992	111774	80003	31764	70611	31228	48075	33884	90864	139728	74511	144632	72500	80772	79505	35326	177857	222671	21851	230817	213527	25436
79	1.532	104.06997	63810	162684	165194	388010	132422	256147	56754	196743	281317	276246	711486	76317	213752	270863	153996	211677	79332	209223	154052	576990	166984	83866	313447	74447	30063	40635	51532	78272	48043	22960	42054	20326	35174	24363	46872	99178	35904	81060	47758	58781	59294	26619	91272	222671	15433	135358	180510	21315
80	1.426	104.10612	1584500	1635094	1055123	1595998	2538334	2053039	2054179	1632060	1099015	1961136	4674010	1787125	3670190	3507637	2728281	2086866	760888	2199394	1675032	2521914	2904698	814571	4412720	2151813	4371998	5262251	5338438	4318480	4660614	4500656	4099243	4353295	3287764	4169792	3343736	4621975	2906161	3831822	3740647	3235248	3567275	3848531	3992214	4541181	3864211	3485525	4072365	4139200
81	1.487	104.10639	2084369	2747225	1574098	2146196	2760282	2918772	2644910	2387044	1255159	2328764	5291478	2528162	4148520	3907579	3140190	3046818	1008001	3038738	2513394	3397381	4175399	1278513	4970815	2480460	4371998	3517596	4663764	2927272	4002240	2731026	2440118	2904022	2152644	3569257	1965885	3499133	2277744	3831822	2865885	2443287	2686898	3848531	3332155	3549909	2270135	2195061	3174050	3690688
82	2.744	105.06911	177421	136116	237365	548461	169722	11910	389237	16521	651450	613714	23975	521950	15441	163979	145298	44091	1362379	188323	483950	365654	57370	375495	24042	182962	0	1597	348	837	0	1275	845	415	324	1126	346	832	1488	193	0	0	1287	1259	557	484	837	1538	162	1809
83	1.881	105.09007	14374	14925	55960	42047	70486	27078	13288	40486	14817	17880	35640	34367	23038	53814	22557	25844	26198	42987	40280	23952	40445	17397	36800	23023	63790	33616	89068	41887	47734	33629	38228	54100	42032	83552	65179	61390	61522	55425	47666	49841	52459	103682	58041	44870	62136	96213	68932	47023
84	1.538	106.04897	96287	62811	61512	93251	51834	70315	74854	80971	43127	58744	124712	110447	72506	105270	75657	170741	54504	148655	112286	97025	115615	114713	149848	66262	79466	42213	69121	160878	57373	102436	95539	154366	142926	107774	192660	88384	157922	192871	214498	164396	136294	177288	222710	215831	38445	100274	156707	76556
85	1.611	106.0491	108067	85273	83367	130044	73463	88296	74854	100735	70875	95827	163096	126756	98069	153257	92876	170741	66285	205879	143576	107817	148408	138691	189727	95318	70285	31476	64884	131723	43290	72405	60796	97509	99015	87277	152656	65227	131587	154376	186258	149863	102384	161733	171332	181064	26469	69554	156707	71696
86	1.861	107.04822	3303	2817	1925	2675	2340	4573	1854	923	1237	3829	0	2829	1799	1361	1007	2152	799	1516	811	1151	2903	1544	2725	2327	171628	148566	124788	232073	175446	65434	84223	96368	110106	129665	92193	70839	87001	119881	84702	67808	55161	145074	92990	89926	74706	62183	111917	101087
87	1.529	107.5041	170102	377944	218557	206468	198068	281512	208215	168450	340800	326577	282736	160148	231589	228637	308842	155274	60777	68639	125123	140889	201875	178654	182786	171978	0	0	0	0	0	0	2149	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
88	14.775	109.06389	5203	5546	2566	2481	3449	2009	1920	892	2283	2052	3755	4253	2338	4177	3767	4218	2896	2309	4341	4431	4530	4959	2408	3953	193529	219620	418268	413384	455894	215996	154171	178223	356990	306450	228800	70020	165084	394315	333820	272463	369794	238873	157492	204162	731160	366026	123953	272949
89	9.234	109.10032	32871	39992	24907	28272	14800	12180	7572	11923	9245	13826	20840	52919	11952	23420	13569	20904	12495	40189	20476	40735	27904	52912	37116	36322	104098	172558	212270	196040	122185	79901	89431	72998	93817	191872	107459	134240	86233	147555	101281	149747	168677	45796	229683	195195	112117	63781	33893	188931
90	1.29	109.52066	85633	18376	7387	33213	17135	76347	99317	115126	120134	76002	107558	18403	188663	160750	134973	140289	13966	41996	51931	69532	37988	153018	19593	46775	71530	134320	94884	27941	84446	99625	178025	180100	140243	154655	164488	37360	205680	443534	380281	371414	118341	71801	98184	62003	127422	103031	54271	69006
91	1.996	110.09555	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	77796	97028	60319	92858	112011	82314	99800	74616	72562	68538	51911	61091	75587	28404	77247	105473	54581	48939	157774	115947	177578	83176	18449	109759
92	1.314	111.5302	51606	100908	94854	88001	70864	141571	105832	130825	103993	83983	122453	54750	63980	71615	114443	97223	75658	82656	93013	28966	50450	109393	69270	75108	2908	11205	0	2988	144954	44585	55665	75591	76069	80725	97538	3145	185129	85161	139066	179449	64997	36707	9659	0	0	8854	0	30072
93	2.114	112.1113	3449	0	770	245	1487	0	1595	399	0	0	1369	2264	920	0	0	0	0	1397	1681	0	1444	891	708	0	2464118	3201874	2493504	3259698	3456112	3064593	3619774	2785619	2757218	2453256	2040630	2497593	2593971	1605020	2850624	3374509	2296594	2047233	4585520	3551594	4786910	3225342	1240616	3470018
94	1.691	112.99908	13020	32716	119066	51561	43546	106113	113253	220108	118522	171840	34457	51151	83497	77083	47177	78353	186791	44950	44360	54736	21078	87757	25865	150900	63847	125646	47949	46653	50752	66620	85826	144244	39582	49358	38558	66089	54806	47321	44244	81117	49087	46134	62414	30914	70403	67302	84837	77911
95	2.164	115.07453	6931	7324	5001	5876	8124	6311	7296	10926	5094	8596	11316	7505	6511	6500	7178	10069	4848	4372	6206	7729	5505	6554	6064	6138	160158	80997	115848	153177	89647	101167	54709	103856	60017	99594	96991	147825	71049	153073	105652	111060	42750	293807	60234	28930	27586	25666	128444	115926
96	1.435	116.10607	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	0	0	0	0	0	0	0	0	0	0	38134	142328	172777	165841	132778	189226	270169	127816	176353	88178	135704	132633	24574	148978	79927	285817	113494	115671	263642	35016	227165	345209	387918	199610
97	1.567	118.08529	116035	176140	145021	225568	273281	186400	160085	280865	154895	302369	316266	332009	227201	494200	391838	224430	172513	186256	166519	285171	308267	159528	141272	214458	82971	102006	89698	88764	85421	86018	80934	181956	120599	87560	151804	87104	218663	191679	207394	171242	136660	118709	104073	100349	98429	69818	100275	111515
98	1.619	118.08557	143366	201174	160867	225568	273281	186400	161371	280865	177616	302369	410467	346688	227201	494200	391838	224430	178190	186256	176762	320957	346356	175545	192722	214458	80927	102006	89698	88764	76673	86018	80934	149614	120599	74810	125896	87104	178146	191679	204877	171242	128895	100668	100191	100349	73090	63635	100275	111515
99	18.755	119.08465	953	55	1103	758	62	801	84	723	616	1020	0	1284	350	558	862	515	78	967	1325	1092	1008	1140	852	1587	446702	187847	275437	222685	270279	244702	193253	208220	337580	258150	335944	171562	341301	185063	253982	345011	328438	308829	154877	260481	334773	125759	161858	173260
100	1.505	120.0285	229881	517016	294966	363467	288508	315613	194075	181241	307704	329042	297097	358633	313465	318129	468945	120366	119366	106310	177458	202418	403966	169505	350493	326481	0	0	0	0	0	0	0	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0
101	1.55	120.06452	30521	25692	17359	45362	39530	62763	58648	48915	74077	61769	86627	26998	73891	108908	55088	60124	48059	48127	41983	67892	58713	18817	71995	33379	109932	163013	143968	115447	77669	106211	88079	119431	157244	87234	144960	81935	158243	127806	111572	124154	110078	103103	103707	158004	98353	129254	120148	136806
102	1.609	120.06477	32756	32991	26224	67981	53935	87067	58648	53557	81867	69697	103711	43266	78777	120323	58320	70460	48059	80855	49240	83533	86725	31205	80240	39152	95011	134863	135206	115447	66108	101033	64268	81627	112562	78091	123788	68414	128756	114766	111572	104676	85546	90709	82921	158004	63655	99537	120148	125327
103	2.003	120.07996	200162	74466	59581	103152	64983	85383	74083	77146	96742	116366	185097	117581	93253	263077	130685	54842	46876	182122	94128	152132	181029	62632	146514	69688	247528	452553	316287	473904	263983	309437	290057	442667	391869	238000	448937	205268	545340	327397	422614	469326	428941	397837	342560	370136	101712	409447	650914	289479
104	1.774	121.06407	3249648	3325918	1160096	840067	2036390	735202	3459280	2521188	1969302	2586865	1246106	2289586	2013546	2339391	3329198	2293831	3428443	1488176	912618	3324882	2475492	1893654	967945	3319663	2163	5911	7249	3142	4065	2314	1747	1744	5050	1876	3974	544	3739	4415	0	1596	3007	4532	984	5518	4174	0	4635	4510
105	20.771	121.1003	1046	867	456	448	320	878	672	27	598	254	47	818	848	830	49	822	924	960	800	1010	667	1085	1034	1085	331318	387323	226991	192351	272698	220005	183841	247235	238395	264544	182551	138366	133989	144057	234221	224668	217672	157366	187735	187479	268837	146016	179062	309418
106	18.746	121.10034	1679	1365	877	1526	1583	1395	1858	1862	1468	1312	1835	1429	1048	923	1644	731	1306	1503	1795	1625	1162	1784	1443	1676	195179	71562	110806	101035	117177	98973	78703	107958	133752	97852	135735	76723	146172	82097	107814	134013	124454	131515	64096	110681	142097	54193	61979	73129
107	1.417	122.53622	1054666	1260440	1820314	1229374	1741316	1318055	1807068	1135600	2125648	1484438	1324341	1336985	1346052	1320245	1127968	915098	2614106	924478	1046653	1368525	1153482	1248698	1568108	1301880	515656	230841	252966	86623	344807	386052	311311	791651	525847	334953	558974	284190	445792	507742	386062	222045	416110	361876	169605	150560	313633	139014	114175	481663
108	1.376	122.53633	1054666	996113	1820314	1218908	1741316	1318055	1807068	1127089	1740445	1484438	1324341	1336985	1083869	1320245	874664	698716	2604352	924478	1046653	1368525	1152056	1248698	1332990	1301880	555872	232115	263920	116179	344807	505777	314468	794460	525847	445752	558974	284190	659686	531450	424441	330172	454966	380366	169605	150560	313633	140922	114175	481663
109	1.263	123.03971	3493416	3219214	3771760	3467102	3427576	3381889	3161402	3234388	3363895	3539244	3380376	3621634	3481803	3398919	3613426	3299989	3105998	3300224	3418538	3642884	3541664	3496664	3704357	3841110	2908748	2474764	2587638	2585070	2102794	2414494	2643257	2550061	2491071	2241831	2288115	2985804	1834658	1903816	1495485	1866128	2138523	2678510	2973522	2874313	2897126	3120718	2844854	3051864
110	1.292	123.03973	3493416	3575757	3771760	3467102	3427576	3381889	3161402	3234388	3363895	3539244	3380376	3621634	3481803	3398919	3613426	3299989	3105998	3300224	3418538	3642884	3541664	3496664	3704357	3841110	2908748	2474764	2587638	2586248	2102794	2414494	2643257	2550061	2491071	2241831	2288115	2985804	1831854	1903816	1391393	1844278	2125630	2678510	2973522	2874313	2897126	3120718	2844854	3051864
111	3.607	123.04315	152302	248539	202045	208114	193662	212192	373728	182376	153464	174872	146947	223112	192394	309631	166653	310613	147066	216641	241055	167647	93047	263004	283640	148514	185530	167374	157446	165205	262005	251291	255293	268914	228242	200256	184723	184974	330569	287185	239961	233731	185847	147708	240877	182426	206553	190923	214722	258073
112	5.617	123.0432	393329	375726	361069	349908	391682	461844	321891	316956	362266	306529	454924	254686	371752	321575	359854	373050	261280	365643	351039	253750	345458	339300	236412	276455	14163	17260	12444	13521	22882	14007	17674	16021	13702	20567	17754	16504	22092	29179	25156	22022	13717	17372	18544	14536	17447	14907	17930	13306
113	18.766	123.11589	2383	1751	1435	813	1771	1282	698	893	1138	1175	1429	1934	865	1065	818	284	512	1247	1796	1224	740	1975	2322	1489	191120	76190	116439	85542	105581	86204	81742	83411	132863	99828	132950	63878	146287	65836	104870	143256	126896	124181	72307	121670	144587	58108	56449	75885
114	1.309	124.01624	167068	111393	244571	192349	215209	235448	106961	222139	187072	91932	268896	208577	205856	160723	183824	229004	197148	186960	140679	75717	279163	270989	265015	273436	190561	139317	152167	147257	131159	203910	153932	121781	188482	153202	184945	102680	136643	130670	103432	126404	169162	150335	253662	120012	180267	227245	212843	225206
115	1.288	124.02371	10321105	9572313	9841669	9091435	8955672	9132264	8574659	8365706	9479892	9296526	9096113	9589954	9141740	9058824	9192620	8617554	7884229	8960361	8994873	9228869	9699378	8968655	9435687	9555240	9482495	7565076	7891091	7448816	6199313	7384544	7809318	7841129	7636830	6893238	6617216	9140928	5795798	5731372	4463792	5260439	6289882	7976504	8992816	9075161	7935557	8903982	7740095	8524862
116	1.261	124.02371	10321105	9557502	9841669	9091435	8950230	9125678	8580354	8368598	9479892	9296526	9096113	9589954	9141740	9065266	9192620	8620376	7884229	8960361	8994873	9230291	9710268	8973159	9436687	9568970	9482495	7565076	7891091	7448816	6192169	7384544	7809318	7841129	7636830	6897544	6617216	9140928	5750920	5719560	4463792	5357916	6331436	7976504	8992816	9075161	7935557	8903982	7740095	8524862
117	1.301	125.03681	165909	282717	230573	227045	217421	233856	213561	190154	229195	179948	166192	201498	189382	250942	190432	234057	163570	153038	240785	236377	199702	215363	254352	189852	178148	157364	132711	155148	116111	116295	127297	144762	128415	145383	106785	157387	79690	99909	69530	97545	118763	166260	165946	165581	170902	157323	130547	130916
118	1.27	125.03857	165909	236673	230573	227045	217421	192655	213561	190154	229195	179948	166192	201498	189382	250942	185747	234057	163570	153038	240785	236377	199702	182787	254352	172427	178148	157364	132711	155148	116111	116295	127297	144762	128415	145383	106785	157387	79690	99909	72569	97545	118763	166260	165946	165581	170902	157323	130547	130916
119	1.271	126.02113	654342	506654	478574	564704	427748	475996	493138	443443	465220	490267	384406	542396	504542	538838	414470	455815	416332	439729	502737	546918	447679	476339	517679	421595	707424	567806	534346	587761	363459	456223	485771	483165	530762	428426	442456	725016	321976	377167	225782	268407	400255	593312	628291	679063	530694	577529	493952	628508
120	1.935	127.03814	207427	198137	203188	241172	208189	241976	374980	243192	217660	411445	240202	259546	278390	225685	226532	248764	236396	268291	307056	200036	231245	314644	251302	244596	105133	841704	343297	468622	279678	792814	409726	312143	842063	102694	102308	838732	920294	136863	568555	712348	381472	95824	188438	495539	439292	100736	639756	967518
121	1.52	128.01726	286070	540804	275846	384153	332585	528085	370409	302525	584046	534115	485362	294624	364299	371222	705452	309303	142050	125857	208477	212904	374920	361488	304498	327462	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1784	0	0
122	1.52	128.04414	94236	148438	96278	101922	62188	64419	31987	56970	38881	22840	38368	84806	29655	54052	49948	26959	12301	70906	72202	90970	108116	67247	165793	101223	4704	1940	911	5166	3753	2545	1638	6962	3650	1881	2893	4056	4821	4362	3677	680	4376	0	328	2433	1257	1019	367	4470
123	1.47	128.53578	100241	119220	129291	71709	41806	65980	29242	80590	112419	79605	57916	108724	37901	55480	95952	71906	33606	71214	89619	55692	47810	80781	53679	130274	33572	24854	23328	33136	6417	23335	23743	16339	22275	11459	7138	46486	7325	4595	1148	7133	3075	27774	40124	67380	34846	33939	39050	28308
124	12.778	129.05347	68186	82319	63891	67502	75380	35169	81266	112076	47970	90189	40305	59604	87770	66230	91450	66423	103170	39983	96392	52713	60021	105035	74714	67789	3810	6276	4373	5502	4738	6275	4213	5435	3953	3776	5433	5308	3452	3822	4183	5477	5132	5281	5777	5508	3697	5169	2234	4506
125	3.33	129.09015	2568	5496	3997	4291	4032	3652	2793	1400	2712	2994	3425	1786	3032	3098	3354	2628	3337	2475	2038	5581	3412	2778	2799	3703	429602	507679	687080	568442	508513	417568	435204	371579	398181	330184	370510	384682	314881	405743	260575	478781	380212	467251	406866	594371	238180	331992	375464	546337
126	2.921	129.09024	2260	2692	3798	3469	3737	2742	1949	1880	1736	3345	4737	1586	4231	2307	2724	1156	4424	4286	3037	2257	3437	3505	2612	4516	354333	332816	361909	180056	190020	233072	374514	279361	158387	141406	100417	293243	57065	121374	118463	183020	325166	268093	361857	340079	284576	734070	221816	280841
